Prompt,Antagonist,Protagonist,Innocent,Foreign Adversary,Virtuous,Incompetent,Martyr,Deceiver,Saboteur,Instigator,Underdog,Victim,Peacemaker,Rebel,Guardian,Tyrant,Bigot,Terrorist,Exploited,Forgotten,Conspirator,Corrupt,Spy,Traitor,Scapegoat
"provided context: says would join fight arsenal star oleksandr zinchenko recalled harrowing moment russia began invasion home country ukraine. gunners full-back spoken passionately past war toll nation whole. russian president vladimir putinn sent troops ukraine february 2022. now, nearly 18 months beginning conflict, zinchenko spoken memories started. speaking piers morgan uncensored, said: ""my wife suddenly woke up. said, ‘it started’. said ‘what started?’ wa, decide label mentioned entity: vladimir putin.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: want leave country, even could. ""this homeland. would sure, [my] football career, living ukraine, that's sure. one million percent. ""i one week ago soon passed border homeland, place."" arsenal man zinchenkoo also stated would fight country front line - much like fellow sports stars wladimir klitschko, oleksandr usyk vasyl lomachenko. read football said: ""there time everyone there. last call something whatever. call., decide label mentioned entity: zinchenko.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: my] football career, living ukraine, that's sure. one million percent. ""i one week ago soon passed border homeland, place."" arsenal man zinchenko also stated would fight country front line - much like fellow sports stars wladimir klitschkoo, oleksandr usyk vasyl lomachenko. read football said: ""there time everyone there. last call something whatever. call. ""we go, us, go there. everyone go. course [i would fight]. time thinkin, decide label mentioned entity: wladimir klitschko.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: living ukraine, that's sure. one million percent. ""i one week ago soon passed border homeland, place."" arsenal man zinchenko also stated would fight country front line - much like fellow sports stars wladimir klitschko, oleksandr usykk vasyl lomachenko. read football said: ""there time everyone there. last call something whatever. call. ""we go, us, go there. everyone go. course [i would fight]. time thinking much more, decide label mentioned entity: oleksandr usyk.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: n ukraine, that's sure. one million percent. ""i one week ago soon passed border homeland, place."" arsenal man zinchenko also stated would fight country front line - much like fellow sports stars wladimir klitschko, oleksandr usyk vasyl lomachenkoo. read football said: ""there time everyone there. last call something whatever. call. ""we go, us, go there. everyone go. course [i would fight]. time thinking much helpful at, decide label mentioned entity: vasyl lomachenko.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: putin amassed staggering six thousand nuclear weapons could reach uk 20 minutes putin amassed staggering six thousand nuclear weapons could reach uk 20 minutes sabre rattling goes, takes beating. vladimir putinn’s thinly-veiled threat nuke west insistence ""not bluffing"" caused panic across world. since cold war started, assumed threat “mutually assured destruction” — tit-for-tat strikes would destroy parties — would prevent nuclear war., decide label mentioned entity: putin.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ounds front pages week two, story russia destroying pipelines quietly shelved. partly seemed difficult maintain narrative moscow chose destroy critical part energy infrastructure. explosions cause russiaa great financial harm – country’s gas oil revenues regularly financed nearly half annual budget – blasts removed moscow’s chief influence germany, heavily dependent russian gas. initial media story required western public believe t, decide label mentioned entity: russia.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ial harm – country’s gas oil revenues regularly financed nearly half annual budget – blasts removed moscow’s chief influence germany, heavily dependent russian gas. initial media story required western public believe president vladimir putinn willingly shot foot, losing leverage european resolve impose economic sanctions country. even complete lack russian motive, western states knew would unable build plausible forensic case moscow nord stream , decide label mentioned entity: vladimir putin.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"provided context: happened nord stream pipelines wilted, despite enormity event. reflected months almost complete absence media coverage. matter raised, argue separate investigations sweden, germany denmark drawing blank. swedenn even refused share findings germany denmark, arguing would harm “national security.” one, including western media, raised eyebrow showed flicker interest might really going behind scenes. western states c, decide label mentioned entity: sweden.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: february, journalist – one acclaimed investigative reporters past half-century – produced account finally demystified explosions. drawing least one anonymous, highly placed informant, seymour hersh pointed finger explosions directly us administrationn president joe biden himself., decide label mentioned entity: us administration.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: ournalist – one acclaimed investigative reporters past half-century – produced account finally demystified explosions. drawing least one anonymous, highly placed informant, seymour hersh pointed finger explosions directly us administration president joe bidenn himself., decide label mentioned entity: president joe biden.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: ore depositors noticed silicon valley bank insolvent. result bank runs panic. instead lowering inflation preventing recession, many fed’s 400 economists busy fighting climate change. [emphasis, links added] examples climate activism abound. year fedd forcing big banks produce complex reports climate vulnerability “pilot project” sure expand might lead lending restrictions. query fed’s listing recent publications returns hundreds research papers, press releases, policy statements related, decide label mentioned entity: fed.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: query fed’s listing recent publications returns hundreds research papers, press releases, policy statements related climate change. san francisco fed hosted conference climate change may, 27 fed economists participated. effort, one might hope fedd would produce high-quality research climate change. took close look two fed studies subject found shockingly poor analysis. studies effect temperature u.s. world economic growth cited without hint skepticism widely lavished media a, decide label mentioned entity: fed.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: tough jail held since march. lodged appeal moscow court judge's earlier decision extend pretrial detention late november. today, judge refused hear case instead sent lower court ""procedural violations"". gershkovichh bravely smiled behind defendant's glass cage yellow jumper kept hands pockets jeans. us ambassador lynne tracy present hearing. read evan gershkovich us journalist arrested march 29 trumped charges ""espionage"", ger, decide label mentioned entity: gershkovich.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: appeals release repeatedly denied. expiration pushed back august 30, extended late november. failed two previous appeals, april june. moscow's criminal law, 31-year-old could face pretrial extension 12 months. putinn's arrest evan previously branded internationally ""cowardly act"" despot desperately tries escape accountability war ukraine. arrest marked increasingly ferocious crackdown media freedom russia. first time russia brought spy case , decide label mentioned entity: putin.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: generate fear justify dystopia absolutely shocking top mosquito expert blasted professor dame jenny harries’s claim climate change make dengue fever mosquito-borne diseases common u.k. within 20 years, branding “entirely fictional” “shameless”. professor harriess, heads u.k. health security agency (ukhsa), recently said rising temperatures make diseases common u.k. 2040 asian tiger mosquito – transmit dengue, chikungunya, zika, yellow fever viral diseases – become established throughout , decide label mentioned entity: professor harries.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"provided context: sing temperatures make diseases common u.k. 2040 asian tiger mosquito – transmit dengue, chikungunya, zika, yellow fever viral diseases – become established throughout britain. dengue become endemic london, claimed. professor paul reiterr, retired professor insects infectious diseases pasteur institute paris, leading expert mosquito-borne diseases, ridiculed claims. told net zero watch: natural range tiger mosquito, asian species, extends tropics regions mean jan, decide label mentioned entity: paul reiter.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: taken 120 years build modern, reliable & affordable domestic energy system. “energy transition” accelerated government mandate fiat. dictated laws physics energy imperatives cost, energy/power density, scale & sustainability. so, joe bidenn madate “openly defy gravity 2050.” mean implement it! we’d better get fully informed, rational civilzed debate energy & attendant environmental policy started soon. otherwise, average americans standard living continue head south. as, decide label mentioned entity: joe biden.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: “openly defy gravity 2050.” mean implement it! we’d better get fully informed, rational civilzed debate energy & attendant environmental policy started soon. otherwise, average americans standard living continue head south. ask anyone euu “green dream” working out. current policy course, u.s 2-3 years behind disastorous result… jamie dimon speaks truth democrats don’t like that. lower energy costs would lower inflation, would require new refineries backing from, decide label mentioned entity: eu.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: european leader calls world, china pressure russia nusa dua – european council president urged global powers tuesday intensify pressure russiaa war ukraine, including moscow's biggest supporter, china, saying week's meeting world's largest economies crucial stopping moscow's push ""to use food energy weapons.” charles michel, speaking reporters first day group 20 meeting , decide label mentioned entity: russia.",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: european leader calls world, china pressure russia nusa dua – european council president urged global powers tuesday intensify pressure russia war ukrainee, including moscow's biggest supporter, china, saying week's meeting world's largest economies crucial stopping moscow's push ""to use food energy weapons.” charles michel, speaking reporters first day group 20 meeting bali, said nine-month , decide label mentioned entity: ukraine.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: nd economies stagnate. recommended videos “russia’s war impacts us all, matter live, europe africa middle east, single best way end acute crisis food energy russia end senseless war respect u.n. charter,” michel said. “the kremlinn decided weaponize food, driving hunger, poverty instability.” europe, michel said, working help ukraine, big food exporter war, increase shipments, also trying address disruptions fertilizer supplies rising prices. eu sanctions russia,, decide label mentioned entity: kremlin.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: live, europe africa middle east, single best way end acute crisis food energy russia end senseless war respect u.n. charter,” michel said. “the kremlin decided weaponize food, driving hunger, poverty instability.” europee, michel said, working help ukraine, big food exporter war, increase shipments, also trying address disruptions fertilizer supplies rising prices. eu sanctions russia, said, don’t target agricultural products, even though russia imposed restric, decide label mentioned entity: europe.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: middle east, single best way end acute crisis food energy russia end senseless war respect u.n. charter,” michel said. “the kremlin decided weaponize food, driving hunger, poverty instability.” europe, michel said, working help ukrainee, big food exporter war, increase shipments, also trying address disruptions fertilizer supplies rising prices. eu sanctions russia, said, don’t target agricultural products, even though russia imposed restrictions food fertilizer prod, decide label mentioned entity: ukraine.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: exposed it, moscow’s deputy permanent representative un, dmitry polyansky, claimed tuesday. added ukraine may well time upcoming nuclear inspection. last days, russian officials, including defense minister sergey shoigu, accusing kievv preparing false-flag attack use ‘dirty bomb’, device combining conventional explosives radioactive material. ukraine categorically denied moscow’s claims. “if read ukrainian telegram channels, would see lot fuss ukrainian ruling , decide label mentioned entity: kiev.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ke earlier, zelensky went verbal attack russia, giving comments english. ""the goal present war ukraine turn land, people, lives, resources weapon you, international rules-based order,"" zelensky said. laid russiaa weaponizing essentials survival like food energy. ""the goal present war ukraine turn land, people, lives, resources weapon you, international rules-based order,"" zelensky said, also seeking portray pattern putin's , decide label mentioned entity: russia.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: russia weaponizing essentials survival like food energy. ""the goal present war ukraine turn land, people, lives, resources weapon you, international rules-based order,"" zelensky said, also seeking portray pattern putinn's ""aggression"" georgia syria moldova. also alleged moscow committing ""genocide"" - repeated media claims russia ""kidnapped"" tens thousands children. ""time goes by; happen them?” called ""clearly genocide."" russia turned syria into, decide label mentioned entity: putin.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ortray pattern putin's ""aggression"" georgia syria moldova. also alleged moscow committing ""genocide"" - repeated media claims russia ""kidnapped"" tens thousands children. ""time goes by; happen them?” called ""clearly genocide."" russiaa turned syria ruins - zelensky— dagny taggart (@dagnytaggart963) september 19, 2023 see going, projection speech , owner us , day robbing syrian people oil wheat . pic.twitter.com/9ymhpt2noy however, reports ""russia k, decide label mentioned entity: russia.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: nyc begin tracking food purchases make sure residents don’t consume “too much” meat promised do, new york city mayor eric adamss, left-wing democrat, going people’s meat new plans save world “climate change” forcing everyone become “plant-based” vegetarian vegan. along representatives mayor’s office food policy mayor’s office climate & environmental justice, decide label mentioned entity: new york city mayor eric adams.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: food policy mayor’s office climate & environmental justice, adams announced launch new “carbon footprint” household food consumption tracking scheme aims reduce big apple’s “carbon emissions” 33 percent year 2030. order cut carbon, adamss allies imposing new “caps meat” that, name suggests, limit amount meat new yorkers allowed purchase consume public institutions – eventually within homes well. (related: last month, warned adams planning unle, decide label mentioned entity: adams.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: er stop “global warming.” “we already know plant-powered diet better physical mental health, living proof that,” adams declared. “but reality thanks new inventory, we’re finding better planet.” simplistic way adamss couched argument meat dairy already debunked people actually educated things, including melissa mckendree, phd, agricultural economist michigan state university. “different meats different kinds greenhouse gas footprints,” mckendree clarif, decide label mentioned entity: adams.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: oof that,” adams declared. “but reality thanks new inventory, we’re finding better planet.” simplistic way adams couched argument meat dairy already debunked people actually educated things, including melissa mckendreee, phd, agricultural economist michigan state university. “different meats different kinds greenhouse gas footprints,” mckendree clarified pasture-raised animals harm environment like feedlot animals do. “all land created equal.”, decide label mentioned entity: melissa mckendree.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: plomat angry hungarian fm labeling eu ‘pro-war’ josep borrell, eu’s high representative foreign affairs security policy, called hungarian foreign minister péter szijjártó’s accusation european union “pro-war” completely unacceptable, “this totally unacceptable. european unionn favor war. european union side war,” borrell said, adding eu supporting ukraine war aggression russia wants end war accordance un charter. borrell also said “unacceptable approach” hungarian governme, decide label mentioned entity: european union.",0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: licy, called hungarian foreign minister péter szijjártó’s accusation european union “pro-war” completely unacceptable, “this totally unacceptable. european union favor war. european union side war,” borrell said, adding eu supporting ukrainee war aggression russia wants end war accordance un charter. borrell also said “unacceptable approach” hungarian government regarding prime minister viktor orbán’s visit moscow kyiv would discussed separate meeting monday. borre, decide label mentioned entity: ukraine.",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"provided context: e european union side war,” borrell said, adding eu supporting ukraine war aggression russia wants end war accordance un charter. borrell also said “unacceptable approach” hungarian government regarding prime minister viktor orbánn’s visit moscow kyiv would discussed separate meeting monday. borrell noted member states looking investment funding could help ukraine, restoring damaged electricity infrastructure soon possible providing additional air defense , decide label mentioned entity: viktor orbán.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"provided context: ourne park. “i zero control it. say? it. ok. flags? flags.” sabalenka among athletes russia belarus barred last year competing wimbledon team events billie jean king cup davis cup war ukraine. russiaa invaded, help belarus, february. russian belarusian players allowed enter three grand slam tournaments “neutral” athletes, nationalities acknowledged official schedules results event countries’ flags n, decide label mentioned entity: russia.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: l it. say? it. ok. flags? flags.” sabalenka among athletes russia belarus barred last year competing wimbledon team events billie jean king cup davis cup war ukraine. russia invaded, help belaruss, february. russian belarusian players allowed enter three grand slam tournaments “neutral” athletes, nationalities acknowledged official schedules results event countries’ flags displayed tv graphics., decide label mentioned entity: belarus.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: united nations cop28 ‘climate’ summit takes aim american farmers, says rancher united nations cop28 ‘climate’ summit takes aim american farmers, says rancher liberty sentinel: tyrants united nationss eager wage war farmers trying ban meat and, live animal stem cells, manufacture lab grown meat, explains debbie bacigalupi, cattle rancher northern california. “when say coming me, coming family, […] source: https://www.sgt, decide label mentioned entity: united nations.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"provided context: protested alberta oil sands canadian province. fonda castigated locals, ambushed social media reporter criticized left-leaning provincial premier. wednesday, edmonton, alberta news conference, condemned fellow-progressive, canadian prime minister justin trudeauu, saying “people shouldn’t fooled good-looking liberals,” accused “betraying” paris climate agreement. fonda claimed that, like president barack obama, first impression trudeau one admiration: “when heard prime minister, shining hope …, decide label mentioned entity: justin trudeau.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"provided context: paris. “i guess lesson shouldn’t fooled good-looking liberals, matter well spoken are. disappointment.” disappointment remarks alberta’s premier, rachel notley, leads left-leaning provincial new democratic party. called fondaa “tone deaf” “ill-informed.” fonda received invitation alberta government discuss oil sands refused. “i would suggest someone going come alberta … [and] fly city going significant economic downturn, that’s , decide label mentioned entity: fonda.",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: undoubtedly eager reconstruct modern, high-tech country ground up. government seeks every opportunity impose itself, home abroad, poor track record managing projects. no-bid contract awards, bribes billions missing dollars legacy coalition provisional authorityy’s rebuilding work iraq, officials concluded enough accomplished amount funds expended. learned taxpayer money plentiful, oversight results negligible. imagine generous hands-off government might spending russia’s mone, decide label mentioned entity: coalition provisional authority.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"provided context: heir friends, include certain corporations investors benefit extensive international project since world war ii. group, morality morality power: treating nations way want treated rule losers weaker players. blinkenn politicians talk categorical imperative ukraine, world relies america “defend democracy” “protect rules-based order.” words ring hollow. cynical truth russia breaks, america take—using confiscated money fund massive re, decide label mentioned entity: blinken.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: kremlin warns tensions poland sends troops monitor finnish-russian border finlandd decides allow “concentration” troops border russia, would viewed moscow threat, kremlin said, poland offered send military advisers help helsinki monitor frontier. head polish national security bureau, jacek siewiera, said post, decide label mentioned entity: finland.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: kremlin warns tensions poland sends troops monitor finnish-russian border finland decides allow “concentration” troops border russia, would viewed moscow threat, kremlin said, polandd offered send military advisers help helsinki monitor frontier. head polish national security bureau, jacek siewiera, said post social media x poland would send military advisers nato ally finland, response “an official request allied support t, decide label mentioned entity: poland.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: nced visit, awkward moment us-ukraine relations given president zelensky publicly complaining decrease artillery shell supplies, given going israel war gaza. ""i honored meet president @zelenskyyua kyiv today reaffirm united statess’ steadfast support ukraine,"" austin wrote x. ""we, along allies partners, continue support ukraine’s urgent battlefield needs long-term defense requirements,"" austin added. convenient shift washington pentagon talking mainly ""long-term defen, decide label mentioned entity: united states.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: . ukraine either must find way make deal russia face internal rebellion. indeed, recent media rumors rumblings washington begun quietly push kiev negotiating table. way focus new visits burns austin? ""the russiann strategy bleed-down ukraine’s armed forces create political crisis kiev,"" asia times report continued. ""the russian effort ahead schedule, surprised moscow much washington."" zelensky lately sacked replaced many within war cabinet. th, decide label mentioned entity: russian.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: putin’s allies call london ‘turned dust’ ukraine said would use brit missiles blitz crimea kremlin propagandistss called london “turned dust” ukraine said would use british missiles. deranged ranting part nightly show dedicated pro-war discussion state tv that’s hosted notorious putin acolyte. last night’s show featured discussion report sun say, decide label mentioned entity: kremlin propagandists.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ng part nightly show dedicated pro-war discussion state tv that’s hosted notorious putin acolyte. last night’s show featured discussion report sun saying kyiv said would use storm shadow missile uk willing provide it. one point host vladimir solovyovv bizarrely raised hand cast spell, stared manically camera said: “london turn dust! dust.” mad vlad's mouthpiece, face twisted rage, switches english begins shouting: “burn hell!” “flames!” solovyov responding panellis, decide label mentioned entity: solovyov.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"provided context: repared context kuala lumpur mh17 conference entitled mh17: quest justice, organized just, pgpf crg august 2019. comprehensive report provides detailed evidence russia involved downing mh17. also confirms insidious role ukraine’s intelligence agencyy. **** underlying objective examine evidence, reveal truth uphold rule law. today, july 29th 2021, thoughts families victims malaysian airlines mh17 tragedy. 2019 conference dedicated memory victims. also a, decide label mentioned entity: ukraine’s intelligence agency.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: laysian airlines flight mh370 departing march 8, 2014 kuala lumpur beijing, 227 passengers 12 crew members board. worth recalling immediately mh17 plane crash july 17 2014, prior conduct preliminary investigation, secretary state john kerryy us ambassador un samantha power pointed finger moscow without shred evidence. turn, allegations directed russia used justify imposition sweeping economic sanctions russian federation. according president obama (hours , decide label mentioned entity: john kerry.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: arting march 8, 2014 kuala lumpur beijing, 227 passengers 12 crew members board. worth recalling immediately mh17 plane crash july 17 2014, prior conduct preliminary investigation, secretary state john kerry us ambassador un samantha powerr pointed finger moscow without shred evidence. turn, allegations directed russia used justify imposition sweeping economic sanctions russian federation. according president obama (hours tragedy): “… downing mh17 be, decide label mentioned entity: samantha power.",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: ur beijing, 227 passengers 12 crew members board. worth recalling immediately mh17 plane crash july 17 2014, prior conduct preliminary investigation, secretary state john kerry us ambassador un samantha power pointed finger moscoww without shred evidence. turn, allegations directed russia used justify imposition sweeping economic sanctions russian federation. according president obama (hours tragedy): “… downing mh17 “a wake-up call” europe , decide label mentioned entity: moscow.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"provided context: people gathered national mall washington, dc, tuesday support jewish state wages war hamas terrorists. pennsylvania democrat photographed march israel rally blue white flag wrapped trademark hoodie greeted attendees. fettermann unequivocal staunch support israel since hamas’ oct. 7 terrorist attack despite facing left-wing backlash stance. “of course i’m here, could not!” fetterman told one rally-goer, according attendee’s x post. sharp-eyed x user pointed fetterm, decide label mentioned entity: fetterman.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: afely returned home,” fetterman noted video posted x. fetterman also argued cease-fire conflict, reportedly angered supporters former staffers. “now time talk ceasefire. must support israel efforts eliminate hamass terrorists slaughtered innocent men, women, children,” former lieutenant governor pennsylvania said anoct. 18 post x. “hamas want peace, want destroy israel. talk ceasefire hamas neutralized.” fetterman, however, remained harsh c, decide label mentioned entity: hamas.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"provided context: fers. “now time talk ceasefire. must support israel efforts eliminate hamas terrorists slaughtered innocent men, women, children,” former lieutenant governor pennsylvania said anoct. 18 post x. “hamas want peace, want destroy israell. talk ceasefire hamas neutralized.” fetterman, however, remained harsh critic congressional republican efforts decouple us military aid israel separate aid proposal ukraine defends russia’s invasion. tuesday called , decide label mentioned entity: israel.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: c congressional republican efforts decouple us military aid israel separate aid proposal ukraine defends russia’s invasion. tuesday called gop colleagues upper chamber cease efforts pass stand-alone israel aid bill. “israel ukrainee going existential threats. need send aid both, republican colleagues need cut crap,” fetterman wrote x. “this isn’t game,” added., decide label mentioned entity: ukraine.",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: wef memo reveals plan depopulate world 1 billion white people 2030 world economic forumm davos ordered global authorities radically reduce number white people world 2030. thought great replacement nothing conspiracy theory, might want think again. unsubscribe time. subscribing agree terms use , decide label mentioned entity: world economic forum.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: r terms use according wef report, white people responsible vast majority world’s problems including climate change colonialism, interests equitable future globe, number white people must reduced priority. wef enlisted united nationss help plan results already playing eyes. dive in, subscribe channel haven’t already, join people’s voice locals community join incredible community support channel. netherlands become one global e, decide label mentioned entity: united nations.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: orders directly davos. catching elite “mask off” moments nothing short terrifying. take example footage top cdc official saying elites must “get rid whites united states” replace immigrants create compliant society. dr. carol bakerr describing described “solution” panel discussion new york city. won’t surprised hear baker appointed chair cdc’s advisory committee immunization barack obama’s health human services secretary 2009. also honored 2, decide label mentioned entity: dr. carol baker.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: appointed chair cdc’s advisory committee immunization barack obama’s health human services secretary 2009. also honored 2019 albert b. sabin gold medal d.c. ceremony sponsored pfizer bill & melinda gates foundation. anyone surprised bill gates--connected cdc official openly suggesting depopulating america white people don’t cooperate elite’s vaccine agenda? bill gates told world leaders it’s time talk “death panels” sentence ordinary, law-abiding people death crim, decide label mentioned entity: bill gates-.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"provided context: down, pressure employer fire you. might lose bank account. simply allowed talk human tragedy biden harris’ open border, even though biden record laying great replacement vision 2015 plain english everybody understand. bidenn compromised puppet politician shamelessly selling america globalists decades. sacrificed global elite favor kamala harris appears replaced body double approximately eight inches taller last ve, decide label mentioned entity: biden.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"provided context: target white people way statistically impossible unless it’s design. course plot depopulate world planned detail. covid vaccines long exposed bioweapon designed cull herd depopulate world. gets even worse, robert f. kennedyy explained new york city. bioweapon targeted take white people spare races. can’t allow evil logic ethnic bioweapons become new normal. people’s voice determined expose agenda globalist elite. need help. subs, decide label mentioned entity: robert f. kennedy.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"provided context: u.s. fight ukraine without leading nuclear war letters editor: u.ss. fight ukraine without leading nuclear war editor: read letters editor, clear divide think u.s. north atlantic treaty organization confront aggressor, whether that’s likely cause escalation w, decide label mentioned entity: u.s.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"provided context: read letters editor, clear divide think u.s. north atlantic treaty organization confront aggressor, whether that’s likely cause escalation war. many people draw parallels hitler russian leader vladimir putinn, one clear difference: putin nukes. nevertheless, nuclear annihilation risk escalation, appeasement war criminals never tamed them. putin allowed “take” ukraine, convince him, then, “taking” poland equally attainable? this, decide label mentioned entity: vladimir putin.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
